RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3064,15578738,609,France,Male,32,7,71872,1,1,1,151925,0
3065,15762228,506,Spain,Male,35,6,110047,2,1,0,26319,0
3066,15614827,503,France,Male,42,8,104430,1,1,1,147558,0
3067,15789815,503,France,Female,28,5,0,2,1,0,125918,0
3068,15579781,806,Germany,Male,31,10,138654,1,1,0,190803,0
3069,15587013,653,France,Female,31,7,102575,1,1,1,11044,0
3070,15570932,666,France,Male,43,7,137781,2,1,1,119100,1
3071,15794661,674,Spain,Male,32,2,0,2,1,0,140579,0
3072,15581654,798,France,Male,32,7,0,2,0,1,37732,0
3073,15644296,740,France,Female,30,8,105210,1,1,0,1853,0
3074,15614420,531,Germany,Female,32,0,109570,2,1,1,172050,0
3075,15609653,614,Germany,Female,44,6,118716,1,1,0,133591,1
3076,15594577,556,France,Male,35,10,0,2,1,1,192751,0
3077,15584114,678,Germany,Female,43,2,153393,2,1,1,193828,0
3078,15673367,587,Germany,Male,33,6,132603,1,1,0,55776,0
3079,15685576,527,Spain,Female,36,6,0,2,1,1,102280,0
3080,15774727,757,Germany,Female,34,1,129398,2,0,0,44965,0
3081,15694288,468,Spain,Male,28,3,0,2,1,0,170661,0
3082,15603319,693,France,Male,29,2,151353,1,0,0,197146,0
3083,15759066,483,France,Female,44,5,136836,1,1,0,192360,1
3084,15814816,466,France,Male,40,4,91592,1,1,0,141210,1
3085,15724402,770,France,Female,30,8,0,2,1,0,100557,0
3086,15571059,734,France,Female,54,3,0,1,1,0,130806,1
3087,15674206,716,France,Female,22,8,0,2,1,1,92607,0
3088,15715160,439,France,Male,36,2,165536,2,1,1,123957,0
3089,15730448,538,Germany,Male,25,5,62483,1,1,1,102758,0
3090,15662067,743,France,Male,40,8,68156,1,1,0,94877,0
3091,15779581,734,Spain,Female,43,3,55853,2,0,1,94812,1
3092,15662901,656,France,Male,37,2,0,2,0,1,67841,0
3093,15689751,666,France,Female,31,2,79589,1,0,0,4051,0
3094,15667742,627,Spain,Male,41,5,100881,1,0,1,134665,0
3095,15738448,480,Germany,Female,25,3,174330,2,0,0,181647,0
3096,15680243,792,France,Male,19,7,143391,1,1,0,33283,0
3097,15745083,613,Germany,Male,59,8,91416,1,0,0,27965,1
3098,15708228,476,Germany,Male,30,3,134366,1,1,0,68344,0
3099,15628523,539,France,Female,24,3,0,2,1,1,198161,0
3100,15708196,696,Spain,Male,60,8,88787,1,1,1,196858,0
3101,15735549,810,Germany,Male,35,3,96814,2,1,1,120511,0
3102,15809347,763,Germany,Male,32,9,160680,1,1,0,30886,0
3103,15660866,640,France,Female,29,3,0,2,1,0,2744,0
3104,15766609,655,France,Female,47,10,0,2,1,0,167779,0
3105,15654230,526,Germany,Male,31,5,145537,1,1,0,132405,0
3106,15794566,678,France,Female,28,4,0,2,1,1,144423,1
3107,15800890,554,France,Female,45,6,0,2,1,1,181205,0
3108,15697424,597,Spain,Female,30,2,119370,1,1,1,182726,1
3109,15724536,560,Spain,Female,28,1,0,2,1,1,120881,0
3110,15735878,850,Germany,Female,47,10,134382,1,0,0,26813,1
3111,15707596,546,Germany,Female,74,8,114889,2,1,1,66733,1
3112,15657163,623,Germany,Male,42,1,149332,2,1,0,100834,0
3113,15622478,698,France,Female,40,7,105062,3,1,0,107815,1
3114,15779529,620,France,Male,32,7,0,2,1,1,34666,0
3115,15636023,619,France,Female,40,10,0,1,1,1,147094,1
3116,15582066,561,France,Male,21,4,0,1,1,1,36942,0
3117,15666675,753,France,Female,39,7,155063,1,1,1,16461,0
3118,15732987,721,Spain,Male,43,3,88798,1,0,0,45611,0
3119,15789432,451,France,Male,33,6,0,2,1,0,184954,0
3120,15663161,680,Germany,Female,51,5,143140,1,0,0,47795,1
3121,15694879,590,Spain,Female,23,7,0,2,1,0,196790,0
3122,15593715,634,Germany,Male,27,3,107028,1,1,0,173426,0
3123,15575002,676,France,Male,29,4,140721,1,1,0,36221,0
3124,15622171,642,France,Male,30,8,80965,2,1,0,174738,0
3125,15795224,760,France,Male,39,6,178585,1,1,0,67131,1
3126,15685346,736,Spain,Female,26,4,135889,1,1,1,165692,0
3127,15691808,656,France,Male,43,7,134920,1,1,0,194692,0
3128,15721007,776,Germany,Male,33,8,115130,1,0,0,129526,1
3129,15794253,832,Spain,Female,34,6,138190,2,0,1,146511,0
3130,15694453,631,Germany,Male,37,9,131519,2,1,1,51752,0
3131,15813113,795,Spain,Female,56,5,0,1,1,0,35419,1
3132,15614187,648,Germany,Female,39,3,126936,2,0,1,57996,0
3133,15619407,615,France,Male,39,4,133707,1,1,1,108153,0
3134,15646227,682,France,Female,27,1,97893,1,1,0,166145,0
3135,15660541,694,France,Male,34,5,127900,1,1,0,101738,0
3136,15753874,694,France,Male,37,10,143835,1,0,1,33327,0
3137,15617877,607,France,Male,44,0,0,2,1,1,81140,0
3138,15772073,664,France,Male,48,10,0,1,1,0,140173,1
3139,15701537,756,France,Male,60,2,0,1,1,1,166513,1
3140,15736228,645,France,Female,40,3,129597,1,1,1,103233,0
3141,15780572,653,Spain,Male,30,4,0,2,1,0,120736,0
3142,15769596,710,Germany,Female,24,2,110407,2,0,0,15832,1
3143,15586996,697,France,Female,76,7,0,2,0,1,188772,0
3144,15722061,619,Germany,Female,41,8,142016,2,1,0,114324,0
3145,15638003,648,Spain,Male,55,1,81370,1,0,1,181534,0
3146,15775590,482,Germany,Female,48,2,69329,1,0,0,102641,1
3147,15730688,548,France,Female,28,8,116756,2,1,1,158585,1
3148,15753102,752,Spain,Male,44,6,83870,1,1,0,178722,0
3149,15810075,648,France,Female,39,6,130695,2,1,1,153955,1
3150,15723373,643,Spain,Female,34,8,117451,1,1,0,65375,0
3151,15795298,573,Germany,Female,35,9,206869,2,0,1,102986,0
3152,15584320,686,France,Female,39,3,111696,1,0,0,136644,0
3153,15724161,644,France,Female,40,9,137285,4,1,0,77064,1
3154,15750056,702,France,Female,29,6,149218,1,1,1,9633,0
3155,15609637,652,France,Male,51,7,0,2,0,1,43496,0
3156,15794493,641,Spain,Male,32,7,0,2,1,1,24267,0
3157,15569641,692,Germany,Female,41,8,130701,1,1,0,59354,1
3158,15815236,574,Spain,Male,34,5,0,2,0,0,28270,0
3159,15811177,643,France,Female,31,3,167949,1,1,0,143162,0
3160,15680587,834,France,Male,23,4,131255,1,1,0,20199,0
3161,15672821,591,France,Male,28,5,0,2,1,1,48607,0
3162,15767681,470,Spain,Male,34,9,0,2,0,1,89014,0
3163,15600379,608,Spain,Male,34,7,86656,1,0,1,59890,0
3164,15801336,649,Germany,Female,37,8,114737,1,1,1,106656,1
3165,15721592,665,France,Female,38,5,0,2,1,0,156440,0
3166,15581282,651,France,Female,39,6,0,1,1,0,24176,0
3167,15746203,555,Germany,Male,62,4,119817,1,0,1,43507,1
3168,15583137,637,France,Female,48,7,130807,2,1,1,132006,1
3169,15680752,675,France,Female,49,0,0,1,1,1,80497,1
3170,15688172,677,Spain,Male,40,5,0,2,1,0,88948,0
3171,15791373,850,Germany,Female,35,2,80932,1,0,0,12640,1
3172,15589449,815,France,Female,56,3,0,3,1,1,94248,1
3173,15692819,665,Germany,Male,32,1,132179,1,0,0,11866,0
3174,15727467,485,France,Female,27,3,0,2,1,0,141450,0
3175,15734312,577,Spain,Male,43,6,0,2,1,1,149458,0
3176,15764604,586,France,Female,35,7,164769,3,1,0,119814,1
3177,15613014,722,Germany,Male,29,1,107234,2,1,0,24925,0
3178,15759684,528,France,Female,27,7,176227,2,0,1,139482,0
3179,15609669,542,France,Female,39,4,109949,2,1,1,41269,0
3180,15685536,552,France,Female,34,5,0,2,1,1,1351,0
3181,15750447,678,France,Female,60,10,117739,1,1,0,147490,1
3182,15663249,575,Spain,Female,37,9,133292,1,1,0,111175,0
3183,15638646,669,France,Female,43,1,160475,1,1,1,95963,0
3184,15734161,636,France,Male,43,6,0,2,1,0,43129,0
3185,15631070,667,Germany,Male,55,9,154393,1,1,1,137675,1
3186,15761950,652,Germany,Female,45,9,110827,1,1,1,153384,1
3187,15649668,637,Germany,Female,36,10,145750,2,1,1,96661,0
3188,15713912,516,Spain,Female,45,8,109044,1,0,1,115818,0
3189,15586757,801,France,Female,32,4,75171,1,1,1,37899,0
3190,15596522,692,France,Female,42,2,0,2,1,0,145223,0
3191,15625395,585,France,Female,28,6,105796,1,1,1,41219,0
3192,15760570,590,France,Male,32,5,0,2,1,0,59250,0
3193,15566689,554,Spain,Male,66,8,0,2,1,1,116748,0
3194,15725794,659,France,Female,49,1,0,1,1,0,116250,1
3195,15673539,690,France,Female,26,3,118098,1,1,0,61258,0
3196,15705298,697,Germany,Male,29,0,172694,1,0,0,141799,0
3197,15675791,610,France,Male,36,4,129440,2,1,0,102638,0
3198,15747043,599,Spain,Male,36,4,0,2,0,0,13211,0
3199,15736397,544,France,Male,23,1,96471,1,1,0,35551,0
3200,15678201,548,France,Female,46,1,0,1,1,1,104469,1
3201,15720745,635,Spain,Male,24,4,140197,1,1,1,142936,0
3202,15637593,722,France,Male,20,6,0,2,1,0,195486,0
3203,15598070,564,France,Female,33,4,135946,1,1,0,63170,0
3204,15787550,719,France,Male,69,3,0,2,1,1,58320,0
3205,15603942,547,Germany,Male,50,3,81290,3,0,1,177747,1
3206,15733973,850,France,Female,42,8,0,1,1,0,19633,1
3207,15596761,515,Germany,Male,60,9,113715,1,1,0,18424,1
3208,15652400,667,Spain,Male,56,2,168883,1,0,1,18898,0
3209,15717893,607,Germany,Male,36,8,143422,1,1,0,97879,0
3210,15622585,525,France,Male,26,7,153644,1,1,1,63198,0
3211,15733964,606,Spain,Female,53,1,109330,1,1,1,75860,0
3212,15753861,686,Germany,Female,27,1,115096,2,0,0,78622,0
3213,15747097,611,France,Male,35,10,0,1,1,1,23598,1
3214,15594762,827,Spain,Male,46,1,183276,1,1,1,13460,0
3215,15667417,572,France,Male,33,9,68194,1,1,0,19998,0
3216,15684861,726,France,Female,32,8,0,2,0,0,185076,0
3217,15742204,579,Germany,Male,31,6,139730,1,0,1,135815,0
3218,15623502,598,Spain,Female,56,4,98365,1,1,1,44251,0
3219,15774872,663,France,Male,36,10,0,2,1,0,136350,0
3220,15611191,505,Germany,Female,37,10,122454,2,1,1,52694,0
3221,15674331,576,Germany,Male,30,7,132174,2,0,0,93767,0
3222,15619465,555,Spain,Female,24,2,0,2,0,1,197867,0
3223,15575247,524,France,Male,30,1,0,2,1,0,126813,0
3224,15695679,776,Spain,Male,39,2,104349,1,0,0,79503,0
3225,15713463,645,Germany,Female,41,2,138881,1,1,0,129937,1
3226,15785170,850,Germany,Female,32,0,116969,1,0,0,175095,0
3227,15796351,603,Germany,Male,35,1,105346,2,1,1,130380,0
3228,15639576,691,France,Male,26,9,136623,1,1,0,153228,0
3229,15693264,583,France,Female,29,10,0,2,1,1,111286,0
3230,15589715,584,France,Female,66,5,0,1,1,0,49553,1
3231,15769902,679,France,Female,33,6,0,2,1,1,98016,0
3232,15587177,646,France,Male,36,6,124446,1,1,0,88481,0
3233,15814553,559,France,Female,34,5,69000,2,1,1,66879,0
3234,15601550,595,Spain,Male,36,6,85768,1,1,1,24803,0
3235,15664907,527,France,Male,47,1,0,1,1,0,21312,1
3236,15612465,684,Spain,Male,34,9,100628,2,1,1,190264,0
3237,15810800,673,Spain,Female,32,0,0,1,1,1,72873,0
3238,15665760,802,Spain,Male,38,7,0,2,0,1,57765,0
3239,15588080,675,France,Male,54,6,0,1,1,0,110274,1
3240,15776844,762,Spain,Female,19,6,0,2,1,0,55500,0
3241,15717560,580,France,Male,50,0,125647,1,1,0,57541,1
3242,15629739,621,Germany,Female,31,8,100375,1,1,1,90384,0
3243,15729908,411,France,Female,36,10,0,1,0,0,120694,0
3244,15716781,815,France,Male,24,7,171923,1,0,1,178029,0
3245,15646936,631,Germany,Female,32,2,146811,2,1,1,180990,0
3246,15768151,514,Germany,Female,45,3,109032,1,0,1,155407,1
3247,15579212,638,France,Male,57,6,0,1,1,0,33676,1
3248,15721835,791,Spain,Male,25,7,0,1,1,0,89666,0
3249,15800515,516,France,Male,35,5,128654,1,1,0,127558,0
3250,15591279,734,France,Male,37,3,80388,1,0,1,77273,0
3251,15587419,611,France,Male,58,8,0,2,0,1,107666,1
3252,15750335,850,Germany,Male,43,0,108509,3,1,0,184045,1
3253,15699619,641,France,Male,31,10,155978,1,1,0,91511,0
3254,15606472,585,France,Female,38,5,0,1,1,1,87364,0
3255,15778368,552,Germany,Male,50,4,121176,1,1,0,117505,1
3256,15671387,507,France,Female,29,4,89349,2,0,0,180627,0
3257,15573926,735,Spain,Male,38,7,86132,2,0,0,93479,0
3258,15709183,707,France,Female,58,3,102347,1,1,1,114673,0
3259,15577514,698,Germany,Female,36,7,121264,1,1,1,13388,0
3260,15778830,841,France,Male,31,2,0,2,1,0,173241,0
3261,15768072,688,Spain,Female,33,2,0,1,0,0,27557,1
3262,15768293,614,France,Male,51,3,0,2,1,1,5552,0
3263,15654456,511,Germany,Male,48,6,149726,1,0,0,88308,1
3264,15807525,447,France,Male,43,2,0,2,1,0,33879,1
3265,15574372,738,France,Male,35,5,161274,2,1,0,181430,0
3266,15671249,422,France,Female,33,2,0,2,1,0,102655,0
3267,15779744,537,Spain,Male,30,1,103138,1,1,1,96555,0
3268,15624755,707,Germany,Female,40,3,109628,1,1,0,189366,0
3269,15611430,690,France,Male,54,5,0,1,1,0,12848,1
3270,15774744,664,Germany,Male,33,7,97286,2,1,0,143433,0
3271,15629885,850,France,Female,33,7,118004,1,1,0,183984,0
3272,15708791,584,Spain,Male,32,9,85535,1,0,0,169137,0
3273,15793890,728,France,Female,59,4,0,1,1,1,163366,1
3274,15646091,560,Spain,Female,43,4,95140,2,1,0,123181,1
3275,15596984,629,France,Female,31,6,0,1,1,1,16448,1
3276,15800215,658,France,Male,25,3,0,2,0,1,173948,0
3277,15577806,794,Germany,Female,54,1,75901,1,1,1,192155,0
3278,15749381,790,France,Female,41,2,126619,1,1,0,198224,0
3279,15683758,640,France,Male,44,7,111833,1,1,0,67203,0
3280,15670615,652,Spain,Male,37,7,0,2,1,0,68790,0
3281,15715622,583,France,Female,57,3,238388,1,0,1,147965,1
3282,15707634,775,France,Female,32,2,108699,2,1,1,161070,0
3283,15806901,584,France,Female,39,2,112688,1,1,1,127750,0
3284,15775335,635,Germany,Female,48,4,81557,2,1,0,191914,0
3285,15724150,814,France,Male,48,9,136597,1,1,1,185792,0
3286,15627220,735,Germany,Female,43,9,98807,1,0,0,184570,1
3287,15672330,678,France,Female,31,1,0,2,0,1,130447,0
3288,15668521,693,France,Male,37,1,0,2,1,1,82868,0
3289,15807837,640,France,Female,30,6,107500,1,1,1,187632,0
3290,15592570,773,Spain,Female,23,8,0,2,1,0,56760,0
3291,15748589,736,France,Female,30,9,0,2,1,0,34180,0
3292,15635893,693,France,Female,28,8,0,2,1,1,158545,0
3293,15757632,496,France,Female,41,1,176024,2,1,0,182338,0
3294,15691863,751,France,Female,39,3,0,2,1,1,84175,0
3295,15706071,528,Germany,Male,39,0,127632,1,0,1,22198,1
3296,15654296,754,Spain,Female,19,9,0,1,1,0,189641,0
3297,15755018,568,Germany,Female,26,10,109819,2,1,0,154491,0
3298,15594041,592,Spain,Female,41,2,138735,1,1,0,90021,0
3299,15670587,558,Germany,Male,25,10,111363,2,1,0,197264,0
3300,15724527,825,France,Male,34,9,0,2,1,1,31933,0
3301,15801904,677,Germany,Male,28,0,143988,2,1,0,8756,1
3302,15658195,653,France,Male,34,5,118839,1,1,1,52820,0
3303,15630113,593,Spain,Male,35,4,161638,1,1,1,20008,0
3304,15784320,632,France,Female,44,3,133794,1,1,1,34607,1
3305,15676513,601,Germany,Male,35,8,71554,1,1,0,177384,0
3306,15574072,786,France,Female,62,8,0,1,1,1,165703,0
3307,15633854,654,France,Female,40,3,0,2,1,0,167889,0
3308,15618566,572,France,Female,38,7,0,2,1,1,133123,0
3309,15733014,813,France,Female,62,10,64668,2,0,1,140454,0
3310,15753343,523,France,Female,28,2,121164,1,1,1,59939,0
3311,15746076,506,Spain,Male,50,3,0,2,1,0,12017,0
3312,15608226,513,Spain,Male,72,3,98903,1,1,1,81251,0
3313,15605684,664,France,Female,31,7,104159,1,1,0,134170,0
3314,15638988,684,France,Male,54,6,0,2,1,1,94889,0
3315,15628767,608,Spain,Female,63,3,139530,2,1,1,175696,1
3316,15737977,527,France,Female,25,6,0,2,0,1,96759,0
3317,15758116,666,France,Male,53,5,64647,1,1,0,128019,1
3318,15575119,779,France,Male,71,3,0,2,1,1,146895,1
3319,15625126,629,France,Female,40,6,0,2,1,1,139356,0
3320,15567114,430,France,Male,35,1,118894,1,0,0,2924,0
3321,15672242,712,France,Male,24,2,0,1,0,1,121233,0
3322,15681327,682,France,Male,30,9,0,2,1,1,2053,0
3323,15802585,634,France,Female,41,8,68214,1,1,1,6382,0
3324,15740630,487,Spain,Female,31,1,0,2,1,0,158750,0
3325,15815420,808,Spain,Male,47,8,139196,1,0,1,74028,0
3326,15711468,527,France,Female,32,7,0,2,1,1,44100,0
3327,15799626,637,Germany,Male,50,4,126346,1,0,1,17323,1
3328,15659325,802,Spain,Male,40,5,0,2,1,1,175044,0
3329,15651352,529,France,Female,38,2,0,1,1,0,146389,1
3330,15684925,850,France,Female,43,3,0,2,0,0,2466,0
3331,15657439,738,France,Male,18,4,0,2,1,1,47799,0
3332,15574122,817,France,Male,34,5,129278,1,0,0,165563,0
3333,15720508,735,France,Male,31,3,119558,1,0,0,72928,0
3334,15599078,619,Germany,Female,41,5,92468,1,1,0,38270,0
3335,15702300,671,France,Male,27,5,0,2,0,0,120893,0
3336,15660735,581,Spain,Female,31,6,0,2,1,0,188377,0
3337,15671390,690,Spain,Male,36,10,0,2,1,0,55903,0
3338,15647385,579,Spain,Male,56,4,99341,1,0,0,4524,1
3339,15739223,688,Spain,Female,24,3,0,2,1,1,102195,0
3340,15631305,599,Spain,Female,28,4,126834,2,1,0,60843,1
3341,15809263,729,Germany,Male,29,5,109677,1,1,1,25548,0
3342,15640866,718,France,Female,29,3,0,1,0,1,134462,0
3343,15775663,712,Germany,Male,53,6,134730,2,1,1,132703,0
3344,15631800,474,France,Male,37,3,98431,1,0,0,75698,0
3345,15654292,565,Germany,Male,33,8,130368,2,1,0,105642,0
3346,15648320,658,France,Female,31,7,123975,1,1,0,102154,0
3347,15726747,714,France,Male,63,4,138082,1,0,1,166678,0
3348,15694510,725,France,Male,45,1,129855,1,0,0,24219,0
3349,15572291,825,France,Male,40,6,132308,1,0,0,117123,0
3350,15603465,665,Germany,Female,45,5,155448,2,1,0,51872,1
3351,15685628,670,Spain,Male,35,2,124269,2,0,1,84321,0
3352,15792729,474,Germany,Female,34,9,176311,1,1,0,160213,0
3353,15767414,591,France,Male,40,2,99886,2,1,1,88695,0
3354,15568044,508,France,Female,31,7,0,2,1,1,6123,0
3355,15751333,695,France,Female,36,2,0,2,0,1,167750,0
3356,15623062,660,Germany,Male,24,5,85089,1,1,1,71638,0
3357,15713621,687,Germany,Male,41,10,134318,2,1,1,198065,0
3358,15670668,658,Germany,Male,29,5,75396,2,0,1,54915,0
3359,15750638,705,Germany,Female,33,5,116766,1,0,0,190659,1
3360,15747878,739,Spain,Male,60,4,0,1,1,1,51638,0
3361,15726796,844,France,Male,38,7,111502,1,1,1,119333,0
3362,15754952,602,Germany,Female,48,7,76595,2,0,0,127095,0
3363,15652192,759,France,Female,33,9,160541,2,0,0,93541,0
3364,15681924,747,Germany,Male,38,2,129729,1,1,0,89290,0
3365,15763544,673,France,Male,47,1,0,2,0,0,108762,0
3366,15764431,671,Spain,Female,34,5,130929,4,1,1,28238,1
3367,15684010,640,Germany,Female,74,2,116800,1,1,1,34130,0
3368,15648881,581,Germany,Male,40,0,101017,1,0,1,7926,1
3369,15733303,630,France,Male,67,5,0,2,1,1,27330,0
3370,15643294,703,France,Female,33,8,190567,1,1,1,79997,0
3371,15749905,698,Spain,Female,47,6,0,1,1,0,50214,1
3372,15625175,742,Germany,Female,43,6,97068,1,0,1,60920,1
3373,15643967,652,France,Female,37,4,92209,1,0,1,197700,1
3374,15578251,644,France,Male,37,2,186348,2,1,0,92810,0
3375,15772573,735,Spain,Male,55,2,103177,1,0,1,163516,0
3376,15733234,777,France,Female,58,4,0,1,1,1,62449,1
3377,15721582,644,Germany,Female,40,4,77270,2,1,1,115800,1
3378,15628219,665,Germany,Female,37,3,111912,1,1,1,110360,1
3379,15571302,529,Germany,Male,72,5,94216,1,1,1,78696,0
3380,15637178,803,Spain,Female,45,7,0,2,1,1,128378,0
3381,15601184,604,Spain,Female,26,3,0,2,1,0,155249,0
3382,15629511,738,France,Male,49,6,106771,1,1,0,123499,0
3383,15570629,655,Germany,Female,72,5,138090,2,1,1,99920,0
3384,15665766,698,Germany,Male,39,9,133191,2,0,1,53289,0
3385,15693732,775,France,Female,66,9,0,2,1,1,67622,0
3386,15765982,735,France,Male,41,7,74136,1,1,1,11783,1
3387,15582016,766,Spain,Male,41,6,99208,2,1,0,62402,0
3388,15798024,537,Germany,Male,84,8,92242,1,1,1,186236,0
3389,15588622,599,Germany,Male,25,7,108381,1,1,1,79006,0
3390,15724863,420,Spain,Female,55,4,91893,1,1,0,144870,1
3391,15618213,674,France,Female,32,7,85758,1,1,1,95481,0
3392,15780411,570,France,Female,46,3,0,2,0,0,820,0
3393,15725429,623,Germany,Male,33,8,96759,1,1,1,174778,0
3394,15600626,710,France,Male,30,6,0,2,1,1,8991,0
3395,15668460,466,France,Male,29,6,0,2,1,1,2797,0
3396,15576263,759,France,Female,22,5,0,1,1,0,22303,0
3397,15720354,581,France,Male,71,4,0,2,1,1,197562,0
3398,15691624,820,France,Male,33,2,132150,2,1,0,23068,0
3399,15793196,759,France,Male,41,9,0,2,0,1,190294,0
3400,15633352,628,France,Female,31,6,175444,1,1,0,113167,1
3401,15750874,676,France,Male,31,3,78990,1,1,1,124777,0
3402,15588923,591,France,Female,33,4,113743,1,1,0,124625,0
3403,15715745,690,France,Female,26,5,157625,1,1,1,49599,0
3404,15611800,624,France,Female,62,7,125164,2,1,1,151412,0
3405,15576928,573,France,Female,23,2,0,1,1,0,122964,0
3406,15793693,694,France,Male,60,9,0,1,1,1,57089,0
3407,15581252,632,Spain,Female,29,7,80923,1,1,0,7821,0
3408,15797760,632,France,Male,40,3,193355,2,1,0,149188,0
3409,15790564,832,Germany,Female,40,9,107649,2,1,1,134639,0
3410,15593736,598,Germany,Female,46,7,131769,1,0,0,184980,1
3411,15595937,430,Germany,Male,36,1,138992,2,0,0,122373,0
3412,15815628,711,France,Female,37,8,113900,1,0,0,80215,0
3413,15782802,582,Germany,Male,26,6,114450,1,1,1,14082,0
3414,15627412,605,France,Male,39,3,0,2,1,0,199390,0
3415,15734609,657,France,Female,37,2,0,2,1,1,7667,0
3416,15710689,578,Spain,Male,40,6,63610,1,0,0,74966,1
3417,15565806,532,France,Male,38,9,0,2,0,0,30584,0
3418,15815530,612,France,Female,42,10,75498,1,0,0,149683,0
3419,15632272,792,France,Female,42,2,0,2,1,0,92664,0
3420,15684103,674,France,Female,26,10,0,2,1,1,138423,0
3421,15654519,680,France,Male,31,1,0,2,1,1,3148,0
3422,15767722,593,France,Female,39,0,117705,1,1,0,197934,0
3423,15654346,679,Germany,Male,35,1,130464,2,1,1,37341,0
3424,15660147,493,Spain,Male,32,8,46161,1,1,1,79577,0
3425,15814998,688,Spain,Male,42,5,0,2,0,0,197602,0
3426,15802207,769,Germany,Male,43,4,110183,2,1,1,87537,0
3427,15658668,581,Spain,Male,49,10,0,2,0,0,41624,0
3428,15715079,465,France,Male,41,9,117221,1,1,0,168281,0
3429,15570360,641,France,Female,35,4,0,2,0,0,125986,0
3430,15674678,731,Germany,Female,43,9,79120,1,0,0,549,1
3431,15780925,625,France,Male,37,1,177069,2,1,1,96089,0
3432,15688193,468,France,Male,36,3,61637,1,0,0,107787,0
3433,15778219,790,France,Male,26,5,0,1,1,0,20511,0
3434,15696514,587,Germany,Female,37,6,104414,1,1,0,192026,0
3435,15712303,692,France,Male,66,4,159732,1,1,1,118188,0
3436,15719090,676,Germany,Female,34,4,89437,1,1,1,189541,0
3437,15735632,571,France,Male,41,8,0,1,1,1,63736,0
3438,15619436,700,France,Female,32,3,0,1,0,0,95740,0
3439,15722404,445,France,Female,30,3,0,2,1,1,127939,0
3440,15662063,746,France,Male,36,7,142401,1,1,1,193439,0
3441,15745605,722,France,Female,47,2,88011,1,1,1,90656,1
3442,15636658,596,France,Male,36,2,0,2,1,1,12067,0
3443,15784130,850,Germany,Female,30,8,154870,1,1,1,54191,0
3444,15606755,597,Spain,Female,46,4,0,2,1,0,58667,1
3445,15801699,436,Spain,Male,43,5,0,2,1,1,35687,0
3446,15784097,660,Germany,Male,28,1,118402,2,1,0,14289,0
3447,15764654,649,France,Male,37,9,87375,2,1,1,247,0
3448,15612092,646,Germany,Male,32,8,105398,1,1,0,78112,1
3449,15610903,560,Spain,Female,31,5,125342,1,1,0,79547,0
3450,15705777,710,Germany,Male,49,10,129165,1,1,1,193267,0
3451,15661936,513,France,Male,40,3,141004,1,1,0,105028,0
3452,15700864,607,France,Female,21,0,0,2,1,0,116107,0
3453,15722965,757,France,Male,57,3,89079,1,1,1,53179,1
3454,15737521,619,Germany,Male,40,9,103604,2,0,0,140947,0
3455,15814465,612,France,Male,24,1,182705,1,1,1,171837,0
3456,15580988,842,France,Male,29,8,0,2,1,1,123437,0
3457,15789974,713,France,Male,33,6,94598,1,0,0,197520,1
3458,15713370,657,Spain,Male,36,8,188241,2,0,0,183059,1
3459,15748673,770,France,Female,37,9,0,2,0,0,22711,0
3460,15754919,773,France,Female,40,10,0,2,0,1,69303,0
3461,15641662,470,Germany,Male,39,5,117470,2,0,0,63706,0
3462,15813422,781,Spain,Male,35,4,80791,1,1,0,116430,0
3463,15713596,428,France,Female,62,1,107736,1,0,1,58382,0
3464,15791216,600,Germany,Male,43,8,133379,1,1,0,177379,1
3465,15689031,697,Spain,Female,37,7,168067,1,1,0,35451,0
3466,15763704,692,Germany,Female,43,2,69014,2,0,0,164621,0
3467,15631339,791,France,Male,28,4,0,1,1,0,174435,0
3468,15771509,538,Germany,Female,42,1,98549,2,0,1,94048,0
3469,15769586,820,France,Female,49,1,0,2,1,1,119087,0
3470,15656096,679,Spain,Female,26,3,76554,1,1,1,184800,0
3471,15585280,649,France,Female,36,2,0,2,0,1,75035,0
3472,15743582,632,France,Female,27,3,107376,1,1,1,62703,0
3473,15761692,594,France,Male,40,9,122417,2,0,1,190883,0
3474,15627840,682,France,Female,42,0,0,1,0,1,91982,1
3475,15778861,720,Spain,Male,33,6,97189,1,0,0,91881,0
3476,15770554,769,France,Male,31,4,61297,2,1,1,7118,0
3477,15806956,746,Spain,Male,30,1,112667,1,0,0,11710,1
3478,15701908,623,Spain,Female,40,7,0,1,1,1,25904,0
3479,15736990,537,France,Male,28,3,157842,1,1,0,86911,0
3480,15743714,468,France,Male,46,7,91444,1,1,0,10958,0
3481,15807993,588,Germany,Female,30,0,110148,1,1,0,5791,1
3482,15644686,729,Spain,Female,34,9,53300,2,1,1,42856,0
3483,15677377,543,Spain,Male,37,3,0,2,1,1,78916,0
3484,15626412,499,Spain,Male,39,6,0,2,1,1,81409,0
3485,15643679,784,Germany,Male,28,2,70234,2,1,1,179253,0
3486,15728456,604,France,Male,33,3,0,1,1,0,42171,1
3487,15630661,614,Spain,Female,25,10,75212,1,1,0,58965,0
3488,15734044,671,France,Female,31,7,41299,1,0,1,102681,0
3489,15705001,587,Spain,Female,35,3,83287,1,1,0,125554,0
3490,15809817,593,Spain,Male,43,10,0,2,0,0,53478,0
